id,name,type,level,year,floors,elevator,elevator_goods,building_area,property_fee,park_fee,park_overground,park_underground,floor_area,floor_height,pure_height,hall_height,if_foreign,if_register,latitude,longitude,store_nearby,mall_nearby,park_nearby,hotel_nearby,metro_nearby,rent,rent_haozu,rent_BC_haozu
1017,永升大厦,4,3,15,26,4,1,36000,20,72,20,40,1700,3.3,3.3,5.5,1,1,31.1889,121.434,15,3,15,11,1,4.56,5.72,5.67
1020,峻岭广场,4,3,23,38,8,1,30000,26.9,1000,0,40,1000,3.6,2.5,5,1,1,31.2383,121.474,35,14,35,21,2,3.35,3.6,8.57
1025,环球都会广场,4,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,31.165,121.456,12,0,0,6,0,6.08,7.23,7.27
1027,恒地仓国际大厦,5,3,8,10,4,1,19867,25,500,10,480,1500,5.55,5.5,11,0,1,31.1732,121.432,18,1,18,7,0,7.61,7.5,4.78
1030,申虹国际大厦,4,3,9,8,10,1,32000,15,500,32,280,3600,3.6,3.2,7,1,1,31.2007,121.329,9,1,9,3,2,6.39,6.23,6.16
1032,信达大厦,2,2,21,25,3,1,38000,25.2,1300,20,30,1300,3,2.6,5,1,1,31.2337,121.455,37,8,37,13,1,4.06,4.5,8.11
1034,万众大厦,4,2,22,10,2,1,14000,18,1000,20,20,1100,3,2.5,5,1,1,31.2168,121.433,39,4,39,25,0,4.16,4.1,6.92
1035,我格广场,5,3,11,27,4,1,109900,32,1800,20,200,1576,3.8,2.7,6,1,1,31.2441,121.43,23,3,23,14,0,5.07,5.82,5.16
1042,133世界广场,4,3,3,12,0,0,0,17,0,0,0,0,0,0,0,1,1,31.3281,121.533,19,3,19,3,0,2.84,3.47,3.25
1043,湘江大厦,4,3,21,19,2,1,19000,2.5,500,15,0,1000,3,2.5,3,0,1,31.1991,121.425,19,2,19,15,1,3.04,3.03,6.92
1044,炫润国际大厦,4,2,14,9,2,1,10800,12,600,50,0,1200,3.7,2.7,5,1,1,31.1831,121.392,7,3,7,13,0,3.04,3,4.84
1046,云海大厦,4,2,21,24,4,2,26586,25,1300,15,35,1023,3.5,2.6,3.5,1,1,31.2181,121.456,24,6,24,29,2,2.94,6.48,10.3
1047,新城控股大厦,4,3,-1,20,6,0,34620,28,0,0,0,0,3,0,0,1,1,31.2317,121.401,6,0,6,5,0,5.07,5.8,5.04
1048,上海九星虹桥商务中心,4,3,3,8,4,0,67000,29,0,0,0,0,4.3,0,0,1,1,31.1924,121.334,1,0,1,0,0,4.56,5.42,6.16
1051,安联大厦,4,3,2,27,0,0,0,31,0,0,0,0,0,0,0,1,1,31.2674,121.521,16,0,16,9,1,5.58,11.03,5.63
1052,震旦国际大楼,4,3,17,38,10,1,102517,36,1800,26,233,2400,4,2.7,5,1,1,31.2402,121.506,11,3,11,7,1,10.14,14,13.92
1053,佑越国际,4,3,2,8,5,0,24400,16,0,0,0,0,4.5,0,0,1,1,31.2108,121.592,4,0,4,3,1,4.06,4.8,4.68
1054,宏汇国际广场,4,3,8,23,12,2,94700,28,800,31,592,1680,2.7,2.7,9,1,1,31.1931,121.428,17,2,17,13,0,6.08,6.86,5.67
1055,景鸿大厦,4,3,19,21,3,1,30000,16,600,80,150,940,3.4,2.7,4,0,1,31.1882,121.432,13,3,13,12,1,4.26,4.82,5.67
1057,东海广场,4,3,-1,0,2,0,35800,18,0,0,0,0,0,0,0,1,1,31.2325,121.456,30,10,30,20,1,3.04,7.88,8.86
1061,中新传媒大厦,5,3,3,19,4,0,51632,22,0,0,0,0,3.9,0,0,1,1,31.2622,121.617,6,1,6,6,0,4.07,4,3.46
1062,时代金融中心,4,3,12,48,20,2,111038,33.6,1600,200,400,2350,3,2.8,8,1,1,31.2467,121.513,16,1,16,7,1,10.14,13.6,13.92
1063,静安设计中心,3,3,-1,3,0,0,2500,15,0,20,0,0,3.5,0,0,1,1,31.2286,121.447,23,3,23,27,0,6.08,8.4,9.34
1064,世纪商贸广场,4,3,15,45,18,2,87300,37,1600,0,300,2200,4,3,10,1,1,31.2218,121.453,25,5,25,26,1,9.13,11.15,10.3
1066,华商时代广场,5,3,10,6,2,1,130000,13.3,8000,35,504,822,5.2,3,5.5,1,1,31.1704,121.349,14,12,14,8,0,2.89,4.43,16.23
1068,凤凰大厦,4,3,15,24,5,1,46000,7.5,800,122,1200,1700,3,2.8,8,1,1,31.1676,121.404,11,0,11,11,1,3.55,4.5,5.82
1069,玉嘉大厦,2,1,22,20,2,1,19800,57,800,20,100,1200,3,2.6,6,1,1,31.215,121.439,14,1,14,30,0,3.55,4.18,6.92
1070,徐汇商务大厦,4,2,10,21,4,1,36000,10,600,15,100,878,3,2.5,4,1,1,31.1919,121.439,21,4,0,16,2,3.55,4.67,5.67
1071,凤凰大厦,4,3,15,8,4,1,25000,7.5,800,122,1200,1700,3.9,2.8,8,1,1,31.2808,121.52,40,4,40,10,2,3.55,3.34,3.64
1074,新桥大厦,2,2,23,18,3,1,19000,15,900,6,50,1000,3,2.6,5,0,1,31.2461,121.473,33,4,0,21,2,3.67,4.05,5.39
1081,盛创企业家园,4,3,6,5,2,1,2000000,3.5,150,35,70,1000,4.9,4.5,3.5,0,1,31.4065,121.281,2,0,2,2,0,1.4,1.59,2.07
1083,长江软件园,3,3,7,6,9,0,68352,6,0,230,0,10000,3.5,2.9,6,0,1,31.3399,121.492,31,5,31,7,0,2.74,2.66,2.63
1086,东亚银行金融大厦,4,3,11,42,12,1,91361,32,1500,50,385,2000,4.2,2.8,10,1,1,31.2397,121.512,17,2,0,16,1,10.14,14.43,13.92
1090,东吴证券大厦,4,3,9,20,4,2,14548,24,1000,26,24,727,3.3,2.2,5,1,1,31.2145,121.493,38,7,38,33,1,5.38,6.13,5.39
1091,中展大厦,4,2,-1,16,3,0,0,10,0,0,0,0,0,0,0,0,1,31.1335,121.361,3,0,3,2,0,3.04,3.49,4.81
1092,枫林国际大厦,4,3,-1,36,12,0,52000,28,0,0,0,0,2.7,0,0,1,1,31.1976,121.464,22,1,22,17,1,5.58,6.35,6.2
1103,东方环球企业中心,4,3,10,15,6,2,210000,6,500,1000,1500,1312,4,2.8,9,0,1,31.2952,121.455,4,0,0,1,1,3.54,3.74,4.33
1105,银座企业中心,4,3,12,19,3,1,20000,18,1400,150,100,950,3.2,2.7,8,1,1,31.2488,121.449,31,5,31,28,2,5.88,7.16,5.94
1107,坤阳国际商务广场,5,3,22,18,5,2,36000,12,200,30,180,1017,3,2.7,6,1,1,31.2047,121.452,22,0,22,18,1,4.06,5,5.64
1109,恒盛大厦,4,3,13,6,2,1,7300,24.5,400,20,60,1034,3.1,2.6,5,0,0,31.2489,121.468,25,7,25,13,1,5.07,5,4.33
1111,申乐大厦,4,1,-1,32,2,1,21000,3.5,0,0,0,600,3.7,2.9,5.3,1,1,31.2298,121.449,29,6,29,26,1,3.24,3.6,9.34
1112,远东大厦,4,2,15,18,4,1,30000,21,1000,0,197,5800,2.5,2.5,4,1,1,31.2349,121.524,25,11,25,14,2,4.66,6.11,7.76
1114,虹梅国际广场,5,3,2,12,0,0,0,27,0,0,0,0,0,0,0,1,1,31.1762,121.423,13,0,13,8,1,4.06,5.83,4.78
1120,新华园,5,3,9,9,4,2,50000,12,400,400,0,2200,2.7,2.7,5,1,1,31.2727,121.451,23,1,23,8,0,3.55,3.49,5.92
1121,尚大国际,5,3,7,5,8,3,51035,10,0,300,0,90,4.5,4,5.4,0,1,31.3221,121.414,3,2,3,1,1,3.04,3.02,2.79
1123,歆翱创意园,4,3,10,4,0,0,0,5,0,0,0,0,0,0,0,1,1,31.1549,121.569,8,0,8,8,0,1.22,2,7.29
1125,普罗娜商务广场,4,3,5,9,2,0,0,18,0,0,0,0,3.5,0,0,1,1,31.2422,121.375,6,2,6,14,1,3.55,4.5,5.04
1127,中福世福汇,6,3,16,26,5,3,23000,10,1200,20,155,800,3,3,8,1,1,31.2382,121.491,63,11,63,68,1,6.08,6,7.28
1129,腾飞浦汇大厦,4,3,7,24,8,2,42000,29,1800,10,180,1700,3.2,2.8,8,1,1,31.2403,121.491,72,21,72,76,1,8.11,10.01,8.57
1130,金航大厦,4,2,14,21,3,1,15000,24,1200,0,61,680,3.6,2.5,4.5,1,1,31.231,121.45,32,7,32,23,1,5.58,5.5,9.34
1132,九新商务大厦,5,3,13,15,2,1,16279,6,300,50,50,1020,3,2.8,6,0,1,31.139,121.324,10,0,10,7,0,2.03,2.8,2.24
1133,骏丰国际财富广场,5,3,10,27,6,1,52000,19.8,1000,0,202,1300,4,3,10,1,1,31.2795,121.509,26,3,26,9,1,3.95,4.8,4.44
1135,海洋大厦,4,3,17,29,10,1,50345,29,1600,0,202,1927,3.8,2.6,14,1,1,31.2367,121.488,60,12,60,71,1,6.9,9.74,8.57
1136,科苑大楼,4,2,18,15,1,1,10000,6,400,50,100,578,4,2.7,4.2,0,1,31.2144,121.594,5,0,5,3,0,4.44,6.43,4.68
1138,一百杉杉大厦,4,3,-1,26,4,0,50000,22,0,0,0,0,3,0,0,1,1,31.2277,121.536,27,0,27,16,2,4.06,0,0
1140,华京商务大厦,4,2,9,13,3,1,11509,15,800,19,62,1232,3.5,2.8,6.6,0,1,31.1866,121.428,14,1,14,13,0,3.95,5.77,4.78
1143,荣欣大厦,4,2,20,24,2,1,29000,2.8,300,65,100,1100,3.2,2.5,4,1,1,31.2668,121.49,36,10,36,11,2,3.24,3.16,6.6
1144,淮云大厦,4,2,21,16,2,1,13080,23,1000,0,0,770,3.5,3.2,4.5,0,1,31.2322,121.488,45,11,45,21,1,2.92,4.05,9.28
1147,世纪汇广场,4,3,-1,32,0,0,360000,35,0,0,0,0,3.5,0,0,1,1,31.2326,121.535,21,0,21,19,2,10.14,13.7,11.33
1150,兴业太古汇,4,3,3,6,0,0,114000,46,0,0,0,0,3.4,0,0,1,1,31.2338,121.469,33,13,33,28,3,10.14,14.48,8.86
1157,天科国际大厦,4,2,10,17,5,1,16000,15,600,300,165,1000,3.8,2.8,5.8,1,1,31.2663,121.539,35,1,35,13,0,2.94,3.5,4.64
1158,东方大厦,4,2,22,17,3,1,52000,15,300,80,100,2500,3.6,3,4,0,1,31.231,121.539,17,0,17,13,1,4.16,4.7,11.33
1159,银洲国际商务大厦,4,3,10,6,2,0,8400,12,400,52,25,1200,4.5,4,4,1,1,31.1906,121.382,11,2,11,5,0,2.74,2.8,4.84
1160,闵欣大厦,4,3,7,9,4,1,22750,6,300,150,300,1320,3,0,5,0,1,31.132,121.36,4,0,4,2,0,2.43,2.8,4.81
1169,中海国际中心,5,3,2,32,0,0,0,38,0,0,0,0,0,0,0,1,1,31.218,121.483,56,7,56,21,2,7.91,10.6,10.1
1171,H88越虹广场,4,3,-1,19,8,0,56432,25,0,0,0,0,3,0,0,1,1,31.1763,121.417,7,0,0,2,0,5.48,6.53,4.78
1179,未来资产大厦,4,3,12,31,12,1,86547,35,1800,29,368,1867,4,2.8,6,1,1,31.2411,121.507,11,3,11,9,1,8.62,12.26,13.92
1182,明基广场,4,3,7,8,3,1,0,25,300,0,0,2000,3.6,2.6,6,1,1,31.2274,121.368,18,3,18,2,1,4.26,6,4.63
1186,国正中心,4,3,4,25,0,0,96592,20,0,0,0,0,0,0,0,1,1,31.314,121.513,9,1,9,6,1,4.87,5.45,24.11
1197,宝山万达广场,5,3,7,18,4,2,295000,12,400,200,300,2000,5.4,3.6,5.2,1,1,31.3302,121.453,13,6,13,2,0,2.84,3.44,3.27
1198,钦江园,4,2,9,6,0,0,0,3.3,0,0,0,0,0,0,0,1,1,31.1803,121.406,10,0,10,2,1,4,4.21,4.78
1199,寰启商务大厦,4,3,4,9,2,0,0,6,0,0,0,0,3.5,0,0,1,1,31.0945,121.529,2,0,2,2,0,1.93,1.9,2.23
1201,海上海,5,3,13,22,4,1,120000,12.8,800,100,390,1588,5,5.3,6,1,1,31.2716,121.514,28,7,28,6,0,3.77,4.03,5.34
1203,新宝科创园,4,3,4,9,0,0,10821,11,0,0,0,0,3.4,0,0,1,1,31.3991,121.479,0,0,0,2,0,2.33,2.41,2.63
1204,莲花大厦,4,2,15,18,4,1,18000,7,400,30,300,1000,3.6,2.6,5,1,1,31.1683,121.401,7,0,7,7,1,3.55,4.13,4.78
1210,中国石化大厦,4,2,20,29,4,1,30000,4,200,36,200,1360,3,2.6,8,1,1,31.25,121.544,5,0,5,8,0,2.53,2.65,8.67
1219,绿地同创大厦,4,2,15,31,2,1,26000,8,600,30,500,800,3,2.6,5,0,1,31.2384,121.428,20,3,20,6,2,2.97,7.23,5.16
1221,现代物流大厦,4,3,15,15,4,1,38130,23,300,50,100,1500,3,2.5,7,1,1,31.1829,121.416,12,0,12,1,0,3.35,3.89,4.78
1222,海螺大厦,4,2,12,26,2,2,19617,25.9,240,55,50,1509,3.5,3,4,1,1,31.1982,121.426,28,4,28,16,0,4.06,4.23,6.92
1232,瑞丰国际大厦,4,3,12,28,5,1,64948,26,800,20,305,1517,3.5,2.5,5,1,1,31.2568,121.522,29,1,29,5,1,6.08,6,7.99
1236,远东国际广场,4,3,19,31,6,1,93060,25,1050,388,100,3028,2.8,2.5,7.8,1,1,31.2122,121.407,13,6,13,16,0,5.58,6.57,7.31
1237,中建大厦,4,3,11,37,14,2,95600,32,1350,18,348,2500,3,2.7,6,1,1,31.2299,121.54,15,0,15,9,2,8.11,9.79,11.33
1239,海通证券大厦,4,3,17,35,8,1,65000,25,1850,0,200,1500,4,2.7,5.4,0,1,31.2368,121.485,44,16,44,57,2,5.58,7.3,8.57
1242,星云经济区,3,3,-1,3,0,0,130000,3,0,0,0,0,3.6,0,0,1,1,31.2805,121.402,5,0,0,4,0,1.83,2,4.38
1244,中融信托大厦,4,3,-1,0,4,0,41206,25,0,0,0,0,2.8,0,0,1,1,31.3048,121.464,3,0,3,0,0,4.36,5.06,4.33
1246,杨浦商城,5,3,22,28,4,1,56000,16,200,0,150,1300,3.5,2.5,5,1,1,31.2801,121.52,36,4,36,10,2,3.55,4.85,5.63
1249,全方位科技园,4,3,3,6,0,0,54200,6,0,0,0,0,6,0,0,1,1,31.0657,121.428,0,0,0,0,0,1.62,1.97,2.03
1251,和一大厦,2,3,19,26,4,1,55000,30,300,15,35,900,2.6,2.8,3,1,1,31.2412,121.461,23,6,0,23,0,3.55,3.97,8.86
1255,晶耀前滩,4,3,18,28,0,0,0,32,0,0,0,0,0,0,0,1,1,31.1576,121.482,0,2,0,1,0,6.08,9,7.29
1258,虹桥叶迪商务园,5,3,2,13,0,0,0,10,0,0,0,0,0,0,0,1,1,31.1981,121.281,0,0,0,1,0,2.43,3.33,3.28
1263,灿虹聚富大厦,4,2,14,9,2,1,17400,9,250,0,0,1100,3.45,0,0,0,1,31.1826,121.394,11,3,11,10,0,3.04,3.8,4.84
1269,汇达商务园,4,2,8,5,4,2,14548,12,300,30,160,1606,3.9,3.6,4.8,0,1,31.1478,121.455,8,0,8,3,0,2.89,3.21,6.2
1272,财富国际广场,4,3,13,26,8,1,101700,19,300,65,1000,1494,3.3,2.6,8,1,1,31.294,121.525,13,6,0,12,0,2.94,3.73,24.11
1273,春之声大厦,4,3,12,18,3,1,13248,18,300,10,80,728,3.4,2.5,5,1,1,31.24,121.418,21,3,21,10,1,4.26,5,5.16
1274,虹桥汇,5,3,3,9,0,0,0,33,0,0,0,0,0,0,0,1,1,31.1924,121.334,1,0,1,0,0,5.68,6.24,6.16
1277,国家开发银行大厦,4,3,19,44,19,2,81000,25,1660,0,200,1380,3.5,2.6,5,1,1,31.243,121.517,25,1,25,15,1,7.6,8.85,13.92
1280,新金桥大厦,4,3,21,39,10,1,60000,22,1200,120,100,1800,4,2.5,12,1,1,31.2516,121.598,5,1,5,10,0,3.35,3.43,3.46
1281,金汇四季广场,4,3,-1,11,4,0,33000,16,0,0,0,0,0,0,0,1,1,31.1875,121.38,15,8,15,5,1,4.26,4.48,6.28
1286,交运巴士大厦,4,3,-1,6,2,0,0,5,0,0,0,0,4,0,0,1,1,31.1897,121.511,7,0,7,4,1,4.66,5.1,5.93
1287,天宝华庭,4,3,15,22,2,1,41000,4,300,50,100,800,3,2.6,4,0,1,31.2782,121.505,30,3,0,9,2,3,3.2,4.44
1289,新漕河泾国际商务中心,4,3,9,36,12,2,188294,25,600,70,846,1700,4,3.2,9.5,1,1,31.169,121.413,10,0,10,9,1,4.66,6.04,4.78
1293,圣御大厦,4,2,12,12,2,1,7000,6,300,22,80,1034,4,2.8,10,0,1,31.2156,121.619,1,0,1,7,0,3.04,3.2,4.68
1294,东方金融广场,5,3,8,23,8,2,115328,28,1250,30,400,2400,4.5,2.7,14.5,1,1,31.2361,121.529,23,6,23,14,1,7.61,9,7.76
1309,平高世贸中心,5,3,8,26,5,0,87731,8,0,0,0,0,3.8,0,0,1,1,31.0125,121.242,19,5,19,18,0,2.33,3.5,2.93
1315,建工大唐国际大厦,4,3,-1,22,2,0,126000,29,0,0,0,0,4.2,0,0,1,1,31.2136,121.569,7,4,7,9,3,7.61,9.6,7.23
1316,歆翱国际电商大厦,4,3,4,12,2,0,24000,6,0,0,0,0,3.5,0,0,1,1,31.2383,121.309,1,0,1,0,0,1.93,1.85,9.86
1317,歆翱智慧谷,4,2,2,6,0,0,0,5,0,0,0,0,0,0,0,1,1,31.0786,121.428,2,0,2,0,0,1.7,1.83,2.03
1319,新宏大楼,2,1,29,10,1,1,150000,2,200,20,10,450,2.7,2.7,3.9,0,1,31.2762,121.503,27,1,27,10,1,3.89,3.15,5.89
1321,新华保险大厦,4,3,7,18,8,2,22000,28,1600,26,170,1180,3.8,3.5,9,1,1,31.2542,121.506,15,2,15,12,1,5.88,7,7.99
1323,金桥大厦,5,2,18,28,4,2,36859,30,1000,60,120,1868,3.2,2.8,5.2,1,1,31.2094,121.414,15,3,15,13,0,2.54,3.1,7.31
1325,文渊楼,4,3,-1,6,2,0,0,12,0,0,0,0,3,0,0,1,1,31.3092,121.419,10,0,10,4,1,3.04,3,2.79
1326,麦腾智慧天地,4,3,-1,7,4,0,20000,0,0,0,0,0,2.8,0,0,1,1,31.2452,121.613,1,1,1,6,0,2.84,3.17,3.46
1332,铭光商务楼,4,3,-1,4,1,1,3600,0,700,26,0,900,4.5,4,7,0,1,31.219,121.436,27,2,27,26,0,3.55,4.55,6.92
1336,尚品都汇,4,3,-1,8,7,0,54713,18,0,0,0,0,4.25,0,0,1,1,31.2323,121.363,9,1,0,2,0,4.56,4.7,4.63
1337,SOHO天山广场,4,3,3,31,9,0,171154,38,0,0,0,0,3.2,0,0,1,1,31.2159,121.415,27,7,27,15,1,6.08,6.93,7.31
1341,壹丰广场,4,3,8,35,7,1,76389,28,1500,27,196,1403,2.84,2.8,10,1,1,31.2583,121.49,50,14,50,19,1,5.58,6.75,6.6
1342,世界广场,5,3,21,38,12,1,63599,25,1500,40,333,1674,2.55,2.8,16,1,1,31.238,121.521,19,7,19,18,2,6,6.98,7.76
1343,汇亚大厦,4,3,14,37,14,2,78870,31.6,1500,0,340,2390,4.5,2.8,6,1,1,31.2466,121.511,14,2,14,5,1,9.13,13.25,13.92
1346,吴中商务大厦,4,2,14,10,2,1,18000,12.7,600,20,60,2000,4.3,2.8,6,0,1,31.1822,121.393,10,3,10,11,0,3.04,3.2,4.84
1348,汇峰大厦,2,3,21,13,3,0,7850,1.9,400,100,150,550,3,2.6,5.8,0,1,31.194,121.447,21,4,21,33,1,3.24,3.38,5.67
1349,亚龙创业园,4,3,2,10,0,0,0,20,0,0,0,0,0,0,0,1,1,31.288,121.458,8,1,8,4,1,3.55,3.66,3.27
1354,华鑫天地,5,3,-1,9,6,0,58122,27,0,0,0,0,3.5,0,0,1,1,31.1746,121.414,11,0,11,5,1,4.56,6.06,4.78
1355,华亭科技大厦,4,3,-1,0,0,0,0,6,0,0,0,0,0,0,0,1,1,31.1349,121.334,9,2,9,10,0,2.64,2.4,2.24
1356,会德丰国际广场,4,3,9,61,24,1,100000,40,1800,60,492,2100,4.2,3,9,1,1,31.228,121.451,25,10,0,24,1,10.95,14.3,9.34
1363,绿地汇中心,5,3,6,20,6,2,88349,27,0,693,0,0,4.5,0,0,1,1,31.1711,121.464,1,0,1,0,2,5.07,5.71,6.2
1364,光明大厦,4,3,27,30,6,1,23070,30,600,0,36,769,3.5,2.6,4,1,1,31.2376,121.499,32,17,32,20,1,7.23,7.67,10.33
1368,世贸商城,5,3,23,30,10,2,280000,31,600,100,500,2100,4,2.6,9.5,1,1,31.2075,121.408,8,3,8,14,1,5.07,5.9,7.31
1369,旺旺大厦,4,3,12,20,4,1,30000,30,1800,15,155,1100,4,2.8,8,1,1,31.2339,121.469,30,14,30,27,3,6.9,7.67,8.86
1370,高宝新时代广场,5,3,22,28,4,1,49379,22.5,900,0,200,1000,3.35,2.5,3.5,1,1,31.263,121.49,33,9,33,11,1,5.07,5.84,6.6
1376,张江润和国际总部园,4,3,13,6,1,1,91454,4.9,699,150,600,1630,3.6,2.8,4.59,1,1,31.1935,121.614,1,0,1,0,0,4.06,4.65,4.68
1377,红星世贸大厦,4,3,10,29,3,1,30000,12,0,300,800,2600,3,2.8,5,1,1,31.2431,121.392,16,0,16,2,0,3.55,4.05,5.04
1378,上海国际设计中心,4,3,9,25,4,1,46000,17.8,1000,10,210,800,4.4,3.8,11,1,1,31.2926,121.508,8,0,8,2,1,3.85,4.3,4.22
1379,金嘉商务广场,4,3,-1,16,6,0,73028,6,0,0,0,0,3.6,0,0,1,1,31.3497,121.262,5,1,5,2,0,1.52,1.59,2.07
1380,启华大厦,4,3,30,24,3,1,12000,20,520,10,30,408,3.8,2.7,3.5,1,1,31.2172,121.455,22,6,22,21,2,5.07,6.3,10.3
1392,华盛科技园,4,3,-1,5,2,0,0,5,0,0,0,0,2.8,0,0,1,1,31.1995,121.628,0,0,0,3,0,4.07,4.79,4.68
1394,力国大楼,4,2,10,10,2,1,12000,12,250,40,66,1200,3.6,3,6.2,0,1,31.1667,121.355,15,2,15,8,0,3.24,5.2,16.23
1395,永谊大厦,4,3,4,16,5,0,23711,12,0,0,0,0,3.75,0,0,1,1,31.3452,121.44,21,2,21,2,1,2.94,3.07,2.87
1397,中航天盛广场,4,3,-1,0,5,0,97850,17.8,0,0,0,0,4.4,0,0,1,1,31.3148,121.517,7,1,7,8,1,5.37,6.37,24.11
1401,嘉地中心,6,3,8,63,8,2,171506,31,1200,60,1010,2100,3.4,2.8,3.2,1,1,31.2374,121.463,35,12,35,49,2,8.11,12.18,8.11
1405,老码头创意园,3,2,12,7,2,0,20000,30,800,100,74,600,4,3.5,6.6,0,1,31.2247,121.512,7,2,7,1,0,5.07,6.5,10.33
1411,华鑫中心,4,3,-1,19,0,0,175000,27,0,0,0,0,0,0,0,1,1,31.1799,121.421,23,1,23,7,1,4.06,6,4.78
1414,永银大厦,4,2,18,28,3,1,10000,33,1200,50,100,1002,3.6,2.6,7,1,1,31.2302,121.487,34,12,34,17,1,7.3,9.6,9.28
1415,白金湾广场,4,3,8,20,6,1,33856,28,1300,0,174,1042,3.9,3.2,6.5,1,1,31.256,121.513,19,2,19,14,1,3.33,6.2,7.99
1418,同和国际大厦,4,3,-1,18,3,0,23000,11,0,0,0,0,3.3,0,0,1,1,31.3142,121.515,9,1,9,6,1,5.02,4.52,24.11
1419,左岸88,3,2,7,9,2,1,20000,4.5,400,120,50,1200,3.5,3,5.6,0,1,31.2224,121.529,31,0,31,18,0,3.55,5.5,6.81
1422,龙裕财富中心,4,3,8,11,3,1,12500,20,1000,50,392,1160,1.05,2.8,8.55,1,1,31.2389,121.407,10,1,10,7,0,4.26,5,5.04
1430,东方蓝海国际广场,5,2,8,24,5,1,170000,30.8,800,780,220,0,3.6,2.8,5,1,1,31.297,121.527,14,8,14,15,0,4.06,5.46,24.11
1432,大来大楼,4,3,-1,8,2,0,7369,37,0,0,0,0,3.5,0,0,1,1,31.2397,121.497,39,5,39,39,0,7.4,8.9,10.33
1435,静安新时代大厦,5,3,18,20,2,1,18071,30,1200,50,20,724,3.6,2.4,3,1,1,31.2365,121.467,33,15,33,34,3,6.08,6.74,8.86
1441,中西大厦,4,3,6,20,3,0,18000,15,800,27,100,800,3.6,2.6,3,0,1,31.2258,121.438,21,0,21,16,2,4.46,4.55,6.92
1444,百乐门大都会,4,3,-1,12,3,0,0,30,0,0,0,0,0,0,0,1,1,31.2289,121.451,29,9,29,27,1,6.67,8.49,8.86
1448,福兴大厦,5,2,21,16,4,1,24000,20,700,0,50,1200,3,3,4,1,1,31.2345,121.526,28,11,28,18,2,4.06,4.38,7.76
1452,同普大厦,4,3,9,9,4,2,27703,10,400,38,79,2600,3.6,2.6,5,0,1,31.2383,121.377,2,0,2,2,0,3.24,3.56,5.04
1453,万科时一区,5,3,-1,9,3,0,254000,33,0,0,0,0,3.6,0,0,1,1,31.1924,121.334,1,0,1,0,0,3.8,4.73,6.16
1454,时亦商务大厦,4,3,2,9,2,0,27000,5,0,0,0,0,3,0,0,1,1,31.0441,121.257,1,1,1,6,0,1.52,1.6,2.75
1458,上海跨国采购中心,5,3,-1,0,5,0,50607,28,0,0,0,0,4.2,0,0,1,1,31.2389,121.407,10,1,10,7,0,4.57,5.98,5.04
1460,上海华侨大厦,5,3,114,26,4,1,26000,26,150,35,45,800,3.8,2.5,5,1,1,31.2263,121.45,21,3,21,22,1,4.36,4.3,9.34
1461,中土大厦,4,3,22,27,4,1,27000,15,800,60,180,1000,3.2,2.8,5,1,1,31.2605,121.47,41,3,41,32,0,3.24,3.6,4.33
1463,复城国际,5,3,11,18,4,1,150000,18,1000,83,125,1400,3.5,2.7,7,1,1,31.2958,121.498,18,0,18,15,0,3.04,3.35,3.2
1468,优房商务中心,4,2,-1,4,2,0,0,8,0,0,0,0,3.5,0,0,1,1,31.1517,121.35,4,0,4,4,1,2.22,2.35,16.23
1473,上海电子物联产业园,3,3,12,5,6,3,130000,3,1000,300,280,2000,3.6,3.2,5.5,1,1,31.1063,121.45,1,1,1,0,0,1.62,1.87,2.85
1474,中汇大厦,4,2,19,8,4,1,17247,30,1500,39,0,2200,3.5,2.4,8,1,1,31.2364,121.493,58,17,58,56,1,4.46,6,5.39
1483,金融街海伦中心,4,3,-1,32,0,0,168000,0,0,0,0,0,0,0,0,1,1,31.2638,121.495,36,5,36,6,1,6.08,7.25,5.89
1486,龙湖北城天街,5,3,2,16,0,0,0,4.5,0,0,0,0,0,0,0,1,1,31.3663,121.368,1,0,1,0,1,2.32,2.25,2.07
1487,漕河泾康桥商务绿洲,4,3,-1,12,3,0,500000,7.3,0,0,0,0,4.2,0,0,1,1,31.1344,121.612,1,0,1,0,0,2.64,3.35,2.76
1489,长发大厦,4,2,17,30,2,1,24000,23,500,15,200,182,5,2.6,5.4,0,1,31.2341,121.475,31,11,31,16,0,4.09,4.07,8.57
1494,快易名商,4,3,16,8,3,1,30000,8,600,100,45,705,3.2,2.8,4.3,1,1,31.2164,121.486,59,6,59,27,1,5.03,0,0
1497,光大安石中心,4,3,2,6,0,0,0,10,0,0,0,0,0,0,0,1,1,31.2624,121.521,35,1,35,15,1,6.39,6.35,5.34
1499,绿地风尚天地,5,3,8,28,4,1,121986,11,300,200,724,1925,3.65,3.2,3.8,1,0,31.3287,121.451,18,4,18,2,1,3.04,3.59,3.27
1501,沪西德必易园,3,2,-1,5,1,0,15000,10.5,0,0,0,0,4.29,0,0,1,1,31.2728,121.404,3,0,3,2,2,2.94,3.2,4.38
1503,福建天安大厦,4,3,21,28,3,2,42067,19,500,35,128,2000,3.4,2.8,5,1,1,31.2588,121.596,10,0,10,16,0,3.04,3.36,3.46
1510,华通大厦,2,2,20,26,0,1,27400,30,300,50,100,800,18,2.8,4.5,0,1,31.2416,121.453,28,4,0,20,1,3.45,3.4,8.86
