id,name,type,level,year,floors,elevator,elevator_goods,building_area,property_fee,park_fee,park_overground,park_underground,floor_area,floor_height,pure_height,hall_height,if_foreign,if_register,latitude,longitude,store_nearby,mall_nearby,park_nearby,hotel_nearby,metro_nearby,rent,rent_haozu,rent_BC_haozu
6,中环协信天地,5,3,-1,23,0,0,268127,25,0,0,0,0,4.2,0,0,1,1,31.305,121.465,8,0,8,0,0,4.06,4.36,4.33
8,金融街静安中心,4,3,-1,0,0,0,76632,0,0,0,0,0,0,0,0,1,1,31.2312,121.438,32,6,32,16,1,8.22,6.94,8.36
9,金虹桥国际中心,5,3,6,50,12,2,263380,35,1500,100,400,2100,3.8,2.9,15,1,1,31.2149,121.41,36,15,36,11,1,7.61,9.63,7.31
16,宝虹中心,4,3,9,9,3,1,21093,15,500,80,37,2000,3.7,2.7,10,0,1,31.1528,121.348,2,0,2,3,1,2.84,3.2,16.23
18,新城市中心广场,5,3,10,28,5,1,21760,18,800,150,200,1200,3,2.7,5,0,1,31.2612,121.425,16,2,16,6,1,4.87,4.8,4.38
19,宝华国际广场,4,3,8,23,5,1,58000,25,1000,30,320,1475,3.5,3,8,1,1,31.2858,121.449,10,2,10,2,0,5.07,5.95,4.91
23,和平国际商务港,5,3,7,15,33,0,79186,0,300,32,317,1100,3.6,0,5.6,1,1,31.1529,121.574,7,2,7,8,0,4.06,3.92,3.53
26,华辰金融大厦,4,3,13,25,4,1,21000,28,1000,20,236,750,3.8,2.6,10,1,1,31.2446,121.51,20,2,20,11,1,7.61,7.5,13.92
27,新发现才富园,4,2,9,6,2,1,10000,17,600,25,55,600,4,3.5,4,1,1,31.2091,121.424,18,1,18,7,0,4.56,5,7.18
30,美通科创空间,4,3,-1,0,0,0,0,12.5,0,0,0,0,0,0,0,1,1,31.1548,121.437,16,2,16,17,0,3.2,0,0
31,申通信息广场,4,3,19,28,4,2,26000,15,1100,30,228,1752,3,2.6,5,1,1,31.2079,121.44,30,2,30,16,2,5.07,5.75,7.52
32,漕河泾开发区智汇园南区,4,1,16,6,1,1,120000,7,800,100,500,1180,3,2.7,5,0,1,31.183,121.407,8,0,8,4,0,3.35,4.01,4.78
34,协泰中心,4,3,27,29,6,1,29000,30,180,20,80,953,3.6,2.5,4,1,1,31.2103,121.413,16,4,0,10,0,4.56,9.22,7.31
39,静安创展中心,4,3,12,11,8,1,30883,30,1500,100,130,2000,5.5,5,6,0,1,31.2458,121.449,43,4,43,25,1,3.33,5.2,8.11
40,上海国际工业设计中心,3,2,10,5,2,1,50000,8,250,450,0,1500,3.6,3,7,0,1,31.3459,121.504,6,0,6,1,0,2.53,2.64,2.63
42,陆家嘴金控广场,4,3,1,27,0,0,0,36,0,0,0,0,0,0,0,1,1,31.2401,121.52,33,1,33,19,2,9.13,11.8,11.33
45,世达商务中心,5,3,2,5,0,0,0,16,0,0,0,0,0,0,0,1,1,31.1764,121.372,13,1,13,2,1,3.35,4.2,6.28
52,东华创意园,3,3,-1,15,6,0,2000,9,0,0,0,0,0,0,0,1,1,31.2097,121.424,25,1,25,7,0,4.36,5.94,6.92
54,一天下大厦,4,2,15,27,5,2,45000,8,800,150,0,1343,2.8,2.6,8,1,1,31.2467,121.463,16,6,16,17,1,3.04,4,5.92
57,圣天地商务大厦,4,3,14,25,3,1,11200,30,400,20,50,700,5.5,4.5,4,1,1,31.25,121.45,30,3,30,19,2,3.04,6.17,8.86
58,锦明大厦,2,3,15,28,3,1,26852,30,2000,50,150,800,2.8,2.8,8,0,0,31.2097,121.413,19,4,19,12,0,2.74,3.6,7.31
60,凯润商务楼,4,3,-1,0,2,0,7100,15,0,0,0,0,0,0,0,1,1,31.2626,121.489,50,9,50,13,1,3.78,4.43,6.6
62,桂果园,4,2,26,6,2,2,58800,2.6,250,100,0,1400,3,2.8,3.5,0,1,31.1709,121.411,9,0,9,5,0,3.47,3.79,4.78
64,东方维京大厦,4,3,11,30,8,1,48000,23,1200,15,300,1487,4,2.8,7,1,1,31.2119,121.405,12,3,0,13,0,6.08,7.59,7.31
65,紫金瀚宫,4,3,13,5,3,1,7716,17.5,950,80,300,1800,4.5,2.8,6,1,1,31.2311,121.525,36,10,0,19,0,5.58,5.5,7.76
66,双鸽大厦,4,3,15,17,5,1,40356,22,1000,50,100,2000,3.5,2.7,14,1,1,31.2287,121.54,20,0,0,8,2,5.58,6.75,11.33
75,江南造船大厦,4,2,18,28,8,1,40000,27,660,20,135,1151,2.5,2.5,6,1,1,31.2037,121.483,34,1,34,12,1,4.06,4.8,10.1
76,中信五牛城,4,2,23,33,4,2,82000,25,800,100,200,2500,4.5,2.7,13.5,0,1,31.2335,121.565,6,5,6,3,1,3.85,4.4,8.67
82,上企置业广场,4,2,-1,4,1,1,0,12,400,20,0,0,0,0,5.55,0,1,31.166,121.41,22,0,22,17,0,3.85,3.83,4.78
83,同乐坊,3,2,17,12,2,1,22000,30,500,40,120,3650,5.5,3.7,6.5,1,1,31.2426,121.451,42,2,0,21,1,5.07,9.5,8.86
85,鸿运大厦,4,2,18,31,7,1,50000,21,600,20,250,1535,3.2,2.6,6.9,1,1,31.25,121.422,16,1,16,14,2,3.35,3.32,5.16
89,东泰大厦,2,2,20,27,2,0,59000,2,120,30,30,800,2.4,2.6,5,0,1,31.2537,121.496,76,7,76,40,1,2.78,3.3,7.99
92,来福士广场,5,3,16,8,14,2,87700,32,220,15,610,2303,4,2.7,12,1,1,31.2383,121.483,63,17,63,65,1,6.08,11.25,8.57
93,梓坤科技园,4,3,-1,15,0,0,40000,0,0,0,0,0,0,0,0,1,1,31.3563,121.388,1,0,1,2,0,1.83,1.84,2.11
96,鸿海大厦,4,3,-1,27,4,0,35000,16,0,0,0,0,3.5,0,0,1,1,31.2593,121.398,13,2,13,6,0,4.06,4.21,4.38
100,齐成晟园,4,3,-1,10,2,0,10318,0,0,0,0,0,4.9,0,0,1,1,31.3003,121.413,14,5,14,0,0,2.54,2.87,2.79
103,美林创意园,5,1,3,9,6,0,0,6,0,0,0,0,0,0,0,1,1,31.1438,121.337,6,0,0,5,0,2.33,2.6,2.24
105,陆家嘴基金大厦,4,3,8,17,6,2,45000,32,1000,15,191,2200,4.3,3.1,8,1,1,31.23,121.539,21,0,21,11,2,7.91,8.57,13.92
106,花旗集团大厦,4,3,14,42,16,2,120000,34,1500,1200,400,2600,4.1,2.7,12.3,1,1,31.2396,121.507,16,3,16,10,1,10.14,14.83,13.92
107,中期大厦,4,3,19,28,4,2,40000,6,350,0,100,1200,3.3,2.7,5,1,1,31.2637,121.398,17,0,17,3,0,3.24,7.3,6.68
108,彩生活时代广场,5,3,2,5,0,0,0,15,0,0,0,0,0,0,0,1,1,31.1092,121.37,7,4,7,1,0,2.84,2.9,3.29
109,MINI公馆,4,2,9,27,3,1,99547,4.5,300,300,1000,825,3.6,2.6,6,0,1,31.2663,121.4,14,1,14,3,0,2.54,5.15,4.38
111,爱美高大厦,5,3,22,23,4,1,24525,29,1860,36,400,994,3.2,2.6,3.5,1,1,31.2186,121.456,27,6,27,29,1,8.11,10.09,10.3
112,德必柏航创意园,4,3,6,7,0,0,19120,10.8,0,0,0,0,4,0,0,1,1,31.296,121.494,22,0,22,16,1,3.35,3.25,3.68
117,新纪元国际广场,5,3,11,16,4,1,21643,18,400,29,117,874,5.8,5.5,10,1,1,31.2927,121.528,26,5,26,7,0,3.55,3.9,24.11
120,巴黎时韵,4,3,16,30,5,1,30000,22,800,20,50,1000,3.7,2.7,3.5,1,1,31.2118,121.464,30,3,0,31,1,4.97,5.54,5.64
123,东上海中心,5,2,12,20,2,1,80118,4.9,300,37,256,600,5.5,4.8,3.5,1,0,31.2984,121.527,14,6,14,12,0,3.85,3.15,24.11
124,汇银广场,4,3,21,27,3,1,90000,7.5,1000,100,166,1500,3.7,2.5,4.8,0,1,31.203,121.444,32,11,0,15,2,4.06,6.5,7.52
132,明申中心大厦,4,3,17,28,4,1,37425,18,1000,60,120,915,3.3,2.4,4,0,1,31.1881,121.439,18,5,18,12,2,3.85,4.8,5.67
135,中环国际大厦,4,2,15,26,3,1,59000,8,600,30,300,543,3.5,2.5,3,1,1,31.3072,121.521,28,20,28,11,2,3.55,4.4,24.11
137,恒汇国际大厦,5,3,9,29,8,3,48042,27,1159,186,186,1412,3.2,2.7,10,1,1,31.2521,121.457,29,2,29,31,0,5.17,6.37,5.92
139,华纳商务中心,6,3,12,7,4,1,10000,15,1000,150,250,2000,3.5,2.5,5,1,1,31.1761,121.397,6,0,6,3,0,4.26,4.62,4.84
142,丽都新贵,2,2,14,32,4,0,270000,4.5,1200,20,118,1700,3.5,2.8,7.2,1,1,31.2409,121.466,24,8,24,19,1,4.06,5.2,8.86
146,香樟园,4,2,16,2,3,1,150000,6,400,40,150,500,3.2,3,5.2,0,1,31.1634,121.408,21,0,21,12,1,3.04,3.17,4.78
153,飘鹰世纪大厦,4,3,12,22,4,2,48191,9.5,500,0,80,800,3.4,2.6,9,0,1,31.2748,121.506,25,3,25,4,1,3,3.8,5.89
158,大宁中心广场,5,3,8,17,3,1,142851,15,1200,30,250,1300,4,5.2,5.2,1,1,31.2885,121.445,18,3,0,2,0,4.57,6.38,4.91
159,太平人寿大厦,4,3,20,18,3,1,27849,31,500,35,200,1300,3.9,2.7,5.5,1,1,31.2304,121.557,5,2,5,3,1,5.07,5.64,8.67
162,凯科国际大厦,4,3,10,28,11,2,40445,29.8,500,124,499,1630,4,2.6,8.5,1,1,31.1742,121.405,13,0,13,1,1,5.58,6.58,4.78
163,星外滩10号,4,3,2,20,0,0,0,32,0,0,0,0,0,0,0,1,1,31.2567,121.518,33,2,0,11,1,7.1,9.64,7.99
165,新意城,4,3,5,16,5,0,0,15,0,0,0,0,0,0,0,1,1,31.1751,121.4,9,0,9,4,1,4.26,5.5,4.84
166,长房国际广场,5,3,12,27,7,1,50000,30,1000,20,250,1384,4,2.7,8,1,1,31.2117,121.4,20,1,20,15,0,6.08,7.3,7.31
169,岚桥国际大厦,4,3,-1,11,2,0,0,31,0,0,0,0,3.2,0,0,1,1,31.2363,121.528,25,11,25,16,1,7.1,7.5,7.76
170,国家会展中心,5,3,-1,0,4,0,110000,30,0,0,0,0,0,0,0,1,1,31.2,121.31,4,0,4,0,1,3.86,4.79,3.28
171,哈密大楼,4,3,92,8,0,0,0,30,0,0,0,0,4.5,0,0,0,1,31.2477,121.495,57,11,57,40,1,3.55,0,0
172,栋霖科技园,4,3,-1,0,0,0,0,0,0,0,0,0,3.2,0,0,1,1,31.3454,121.439,9,2,9,1,1,2.03,2.2,3.27
173,万创坊,5,3,4,6,0,0,140000,8,0,0,0,0,3.2,0,0,1,1,31.2748,121.178,2,0,2,1,0,1.6,1.9,2
174,普陀科技大厦,4,3,11,18,5,1,18865,15,500,50,50,1060,3.2,2.6,5,0,1,31.2492,121.444,36,5,0,18,1,4.06,4.5,5.94
175,英雄大厦,4,1,22,26,2,1,28000,4,300,20,26,1000,3.2,2.5,4,0,1,31.1924,121.449,25,2,0,33,2,3.04,0,0
176,静安现代产业大厦,5,3,15,7,3,1,14000,24,400,45,0,2000,4.2,4.2,5.6,1,1,31.2453,121.46,21,6,21,12,1,4.06,4.41,8.86
178,西子国际中心,4,3,6,0,6,1,106462,23,0,716,0,1900,0,0,0,0,0,31.1286,121.37,12,2,12,3,0,3.55,6.33,4.81
191,明谷科技园,4,3,10,13,3,1,200000,10,300,85,25,1463,3.3,2.8,5.4,0,1,31.1434,121.353,7,0,0,2,0,2.84,3.12,16.23
196,中油企业大厦,4,2,12,6,2,0,0,10,0,0,0,0,3.5,0,0,1,1,31.1886,121.438,23,5,23,12,1,3.04,3.43,5.67
197,迎龙大厦,2,3,16,24,5,4,36000,30,1000,20,110,2000,3,2.8,4.2,0,1,31.2158,121.431,43,2,43,20,0,3.35,4.4,6.92
198,城开国际大厦,4,3,12,15,6,2,45430,28,1500,0,200,2499,3.5,2.7,20,1,1,31.1995,121.438,22,2,22,22,2,6.3,7.73,7.52
200,星外滩,4,3,4,5,0,0,0,30,0,0,0,0,0,0,0,1,1,31.2558,121.518,23,2,23,7,1,7.1,8.99,7.99
202,嘉利大厦,4,2,21,35,4,1,10000,30,1000,20,300,914,3.6,2.9,4,1,1,31.2161,121.434,38,1,38,26,0,2.84,3.02,6.92
209,虹桥总部1号,4,3,9,8,3,1,68999,12,800,70,355,1464,5,5,6,1,1,31.1854,121.389,8,1,8,14,0,3.55,3.7,4.84
210,大吉地世贸大厦,4,2,12,9,2,1,4770,18,500,100,10,530,4,3,5,0,1,31.2126,121.43,31,2,31,16,0,5.56,6.38,6.92
211,徐汇日月光中心,5,3,2,9,0,0,130294,30,0,0,0,0,0,0,0,1,1,31.1748,121.438,34,2,34,13,1,5.88,6.62,5.67
213,创意大厦,4,2,13,8,2,1,10000,20,600,50,20,1000,3.8,2.8,4,0,1,31.2132,121.618,8,0,8,11,0,3.24,3.6,4.68
223,海德堡中心,4,3,2,5,0,0,0,15,0,0,0,0,0,0,0,1,1,31.2176,121.618,3,0,3,3,0,3.35,4.55,4.68
225,百乐门商务楼,4,2,12,4,1,0,3500,15,0,10,0,600,3.3,3,6,1,1,31.2414,121.444,49,1,0,25,1,4.06,4.5,5.61
228,徐汇苑大厦,4,3,16,28,5,1,33600,28,1200,0,200,1273,3.4,2.7,5.5,1,1,31.1852,121.45,14,0,14,11,3,6.08,6.75,5.67
231,白玉兰环保广场,4,2,11,24,5,1,40000,15,850,50,200,2000,4,3,8,1,1,31.2988,121.542,22,3,22,3,2,2.94,3.2,24.11
232,仲益大厦,5,3,7,45,10,0,110714,15,0,0,0,0,0,0,0,1,1,31.2371,121.472,50,13,50,23,1,6.08,7.74,8.86
234,共和国际商务广场,4,3,11,18,4,1,70000,10,600,34,417,1300,3.4,2.6,7,1,1,31.311,121.456,16,2,16,3,1,3.04,3.35,4.33
238,锦辉大厦,4,2,8,21,3,1,22000,15,800,100,200,2000,3.4,2.4,6,0,1,31.1953,121.426,26,2,26,13,0,3.65,4.51,5.67
239,虹口SOHO,4,3,-1,26,8,0,95000,26,0,0,0,0,3.5,0,0,1,1,31.2588,121.494,70,13,70,18,1,6.08,7.73,6.6
243,外高桥复旦科技园创新中心,4,3,2,13,0,0,0,15.1,0,0,0,0,0,0,0,1,1,31.3209,121.612,4,0,4,2,0,3.04,3.43,2.96
245,光宝科技大厦,4,3,2,9,0,0,225622,32,0,0,0,0,4.3,0,0,1,1,31.1924,121.334,1,0,1,0,0,3.95,5.2,6.16
246,云顶国际商业广场,5,3,8,20,4,1,35216,30,1500,35,194,1600,3.2,2.7,4.2,0,1,31.178,121.52,0,0,0,0,0,4.56,5.11,7.27
248,二百永新大厦,5,3,23,14,6,2,32400,28,1000,200,50,2000,2.8,2.8,5,1,1,31.2236,121.468,40,10,40,32,2,5.83,6.63,9.28
249,静安河滨花园办公楼,4,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,31.2474,121.458,24,4,24,24,0,4.06,5.95,8.36
254,同盛大厦,4,3,14,25,5,1,43959,24,1000,0,85,1700,2.6,2.7,13,1,1,31.2291,121.538,23,0,23,10,2,6.29,7.5,11.33
255,太平洋企业中心,4,3,20,21,9,1,22000,24,160,20,100,1121,3.6,2.5,7,1,1,31.2214,121.439,32,1,32,32,0,2.22,6.05,6.92
256,达邦协作广场,4,3,-1,33,0,0,75000,31,0,0,0,0,0,0,0,1,1,31.2507,121.462,39,6,39,36,2,6.59,9,5.92
258,永丰国际广场,4,3,-1,26,6,0,28901,30,0,0,0,0,0,0,0,1,1,31.2026,121.451,26,4,26,13,1,7.48,8.58,7.52
264,智苑文创空间,4,3,-1,5,2,0,0,12,0,0,0,0,3.6,0,0,1,1,31.2911,121.457,15,0,15,2,0,3.45,3.78,4.91
265,金桥大厦,5,2,18,28,4,2,36859,30,1000,60,120,1868,3.2,2.8,5.2,1,1,31.2595,121.594,14,0,14,17,0,2.54,3.5,3.46
267,沃力创业园,4,3,3,5,2,0,15000,10.5,0,0,0,0,3.8,0,0,1,1,31.1628,121.566,3,0,3,0,0,3.24,4.9,3.53
271,M50桃浦创意园,3,2,9,3,1,1,23000,5,150,60,0,12000,6,0,4,0,1,31.2832,121.386,6,0,0,4,0,3.04,3.48,4.38
275,宏欣科技设计创意园,3,3,-1,8,0,0,4600,10,0,0,0,0,4.5,0,0,1,1,31.2078,121.49,44,2,44,16,0,4.06,4.98,6.9
276,长宁来福士广场,5,3,4,41,8,0,240000,30,0,0,0,0,4,0,0,1,1,31.2237,121.422,26,2,26,32,1,7.61,9.65,6.92
277,东渡国际大厦,4,3,8,12,4,1,20000,18,500,300,80,1750,3.2,2.8,9.5,1,1,31.229,121.389,6,2,6,2,0,4.66,5,4.91
278,华夏银行大厦,4,3,15,39,3,1,70912,25,150,10,400,1420,3.9,2.6,5,1,1,31.2454,121.515,28,0,28,9,0,6.08,7.45,13.92
283,SOHO复兴广场,4,3,-1,6,14,0,137436,28,0,0,0,0,3,0,0,1,1,31.2206,121.481,49,6,49,17,1,7.1,8.6,8.77
284,赢嘉大厦,4,3,-1,10,0,0,0,15,0,0,0,0,0,0,0,1,1,31.134,121.36,4,0,4,1,0,3.21,3.6,16.23
285,绿亮科创园,5,2,3,5,0,0,0,6,0,0,0,0,0,0,0,1,1,31.2566,121.499,71,2,71,29,0,1.72,2.62,4.44
286,新上海城市广场,4,3,19,23,6,1,40000,16.5,1000,20,120,1400,3.8,2.6,5,1,1,31.2354,121.494,64,22,64,44,1,3.04,4,5.39
289,金桥瑞邑,4,3,6,7,3,0,79880,22,0,0,650,0,4,0,5,1,1,31.263,121.636,4,0,4,0,0,3.04,3.13,3.46
293,桂箐园,4,2,24,6,6,1,39400,2.6,350,500,150,1207,4.3,4,6.5,0,1,31.1804,121.411,10,0,0,1,0,3.04,3.56,4.78
296,郡江国际大厦,4,2,11,32,4,1,64800,9.5,500,26,499,2373,3,2.6,3.7,0,1,31.271,121.544,33,3,33,14,1,3.15,3.56,4.64
297,星峰企业园,4,3,-1,11,2,0,0,12,0,0,0,0,3,0,0,1,1,31.2111,121.635,2,0,2,0,0,5.07,6,4.68
299,智慧广场,4,3,9,0,8,1,62209,25,1300,30,150,1629,3.6,2.6,4,1,1,31.2397,121.437,39,3,39,18,1,4.56,5.38,5.61
305,汇融大厦,5,2,6,20,3,1,46567,19,800,15,204,1400,3.75,2.8,7,1,1,31.2425,121.424,37,5,37,13,3,5,6.11,5.16
308,中银大厦,4,3,17,53,18,2,123000,31.5,1500,60,300,2700,2.9,2.6,26,1,1,31.2446,121.51,20,2,20,11,1,10.14,14.64,13.92
311,银发大厦,4,2,16,27,3,1,51000,21.9,600,10,30,712,3.8,2.8,5,0,1,31.2364,121.461,37,11,37,41,1,3.85,4.65,8.11
313,仲盛金融中心,4,3,24,31,4,1,38232,26,1500,25,100,1160,4,2.6,8,1,1,31.2097,121.415,19,4,19,11,0,3.85,5.42,7.31
318,怡亚通广场,4,3,10,7,4,1,48061,20,300,17,113,2000,4.5,2.7,20,0,1,31.2489,121.636,2,0,2,1,0,2.33,2.5,3.46
319,上海银行大厦,4,3,13,46,16,2,109233,31,1500,400,363,1921,4,2.7,30,1,1,31.2454,121.511,21,1,21,6,1,10.14,13.96,13.92
322,东方万国企业中心,4,3,-1,12,0,0,300000,22,0,0,0,0,0,0,0,1,1,31.2628,121.627,8,1,8,3,0,4.06,4.23,3.46
323,汇宝中心,4,3,2,16,0,0,0,20,0,0,0,0,0,0,0,1,1,31.1447,121.571,6,0,6,2,0,2.94,3.26,3.53
326,由由国际广场,6,3,12,37,8,2,450000,32,1000,17,650,1900,2.8,2.8,8,1,1,31.2145,121.526,35,6,35,10,2,6.08,8.18,6.81
327,绿地东海岸国际广场,5,3,10,17,4,4,98420,12,400,200,500,1400,5.5,2.6,5.5,1,1,31.1889,121.706,10,4,10,6,1,1.88,2.2,7.29
334,闻通商务中心,4,2,-1,6,0,0,0,12,0,0,0,0,0,0,0,1,1,31.2253,121.525,23,1,23,22,0,3.45,4,7.76
335,太湖世家国际大厦,4,3,13,25,6,1,42093,20,1000,30,270,1649,3.5,3,9,1,1,31.3532,121.265,5,2,5,4,0,5.07,2.14,2.07
338,银东大厦,4,3,20,31,6,1,52000,22,300,35,163,1530,2.6,2.5,12,1,1,31.2526,121.6,5,0,5,12,0,2.64,3,3.46
339,红星国际广场,5,3,-1,0,6,0,220000,6,0,0,0,0,3.5,0,0,1,1,31.0922,121.515,3,1,3,2,1,1.33,2.4,2.23
343,张润大厦,4,3,2,11,0,0,0,24,0,0,0,0,0,0,0,1,1,31.2216,121.637,2,3,2,3,0,4.87,5.59,4.68
344,隆宇国际商务广场,5,3,7,25,10,2,123555,28,1200,21,500,2305,3.3,2.7,6.9,1,1,31.2489,121.463,23,6,23,31,1,6.08,7.3,5.92
346,城投控股大厦,4,3,8,21,9,1,61346,30,600,20,150,1200,3.2,2.8,6,1,1,31.2525,121.497,56,5,56,43,0,5.88,7.27,7.99
349,万象城,5,3,-1,8,0,0,530000,33,0,0,0,0,4.1,0,0,1,1,31.1756,121.372,7,1,0,1,1,6.08,6.77,6.28
350,芭洛商务大厦,4,3,-1,5,2,0,0,8,0,0,0,0,5.6,0,0,1,1,31.1166,121.422,5,1,5,4,0,2.33,2.36,2.85
351,炬芯研发大楼,4,3,4,9,0,0,41547,15,0,0,0,0,0,0,0,1,1,31.2108,121.592,4,0,4,3,1,3.85,5.76,4.68
356,沪办大厦,2,2,22,21,2,1,75000,3,500,40,80,915,3.3,2.3,4,0,1,31.2974,121.496,24,0,24,13,0,2.36,2.5,3.68
358,康健商务广场,4,3,2,16,5,1,95000,8,400,500,1000,0,5.2,5,0,0,1,31.278,121.381,8,1,8,7,2,3.13,3.26,4.38
359,东辰大厦,4,3,24,24,3,1,26500,24,800,20,120,1278,3.8,2.8,5,1,1,31.2151,121.559,6,0,6,10,1,3.55,4.83,7.23
362,金钟广场,5,3,20,45,8,2,91782,28,2000,0,198,3000,3.5,2.5,10,1,1,31.2311,121.486,43,14,43,22,1,6.59,8,9.28
366,金汇德必易园,5,2,2,9,0,0,0,12.75,0,0,0,0,0,0,0,1,1,31.1815,121.383,10,9,10,8,0,3.24,3.92,6.28
368,中铝大厦,4,3,3,11,0,0,0,36,0,0,0,0,0,0,0,1,1,30.8844,121.409,0,0,0,1,0,6.08,9.5,7.27
369,中房华东大厦,4,2,15,26,2,1,24500,5,300,20,100,900,3,2.8,4,0,1,31.2533,121.458,29,4,29,34,0,2.94,3.23,5.92
370,BHC中环中心,5,3,-1,24,5,0,106575,25,0,0,0,0,4.5,0,0,1,1,31.1645,121.568,2,2,2,0,0,3.45,4.45,3.53
372,互联宝地,5,3,2,5,0,0,0,18,0,0,0,0,0,0,0,1,1,31.2783,121.537,19,1,19,8,1,4.26,5.16,24.11
376,华宜大厦,4,3,9,24,4,2,40413,24.5,1000,50,179,900,4,2.5,8,0,1,31.1884,121.433,13,3,13,11,1,5.07,5.6,5.67
384,金沙商务广场,4,3,10,13,2,1,14300,11.5,500,400,280,956,3.6,2.6,3,1,1,31.2403,121.379,9,2,9,4,1,3.04,3,5.04
387,高尚领域,6,3,-1,33,4,0,1140000,6,0,0,0,0,0,0,0,1,1,31.2581,121.414,7,2,7,2,2,2.64,2.93,4.38
392,中信泰富广场,5,3,19,45,18,2,71300,31.5,1500,100,388,2000,3.5,2.7,12,1,1,31.2342,121.462,35,12,0,32,2,9.13,11.12,8.86
395,昆仑商务中心,5,3,13,12,3,1,17678,4.5,500,70,30,1000,3,2.5,4,1,1,31.2462,121.444,31,5,31,22,1,2.78,3.28,5.94
397,中外运大厦,4,2,20,33,4,0,23000,20,1200,0,147,645,3.6,2.6,6,1,1,31.2398,121.488,72,20,72,88,1,4.56,5.19,7.28
401,强劲大厦,4,3,-1,17,0,0,31041,16,0,0,0,0,6,0,0,1,1,31.1342,121.374,9,2,9,4,1,3.35,4.88,4.81
406,春秋国际大厦,4,3,-1,10,3,0,28000,22,0,0,0,0,3.1,0,0,1,1,31.2181,121.425,38,2,0,15,1,6.61,6.5,6.92
410,港陆黄浦中心,4,3,16,22,3,1,23000,37.4,1000,60,100,678,3.6,2.5,5,1,1,31.2426,121.481,46,18,46,66,1,4.06,4.75,8.57
415,虹桥晶座,4,3,9,9,2,1,16084,15,300,20,100,1879,3.7,2.7,4.2,1,1,31.1829,121.379,14,11,14,6,1,3.85,4.1,6.28
419,华依创新园,4,3,15,3,1,1,13000,7,300,123,0,1221,3.4,2.7,5,1,1,31.2022,121.591,2,0,2,5,0,3.85,4.2,4.68
420,大卫国际大厦,4,2,14,19,4,1,27158,2,500,50,240,1100,3.6,3.4,12,0,1,31.3534,121.267,6,2,0,5,0,1.83,2.12,2.07
422,兰生大厦,4,3,114,32,7,1,59414,29,250,0,220,1243,3.5,2.5,6,1,1,31.2317,121.486,45,13,45,22,1,7.1,9,9.28
424,田林园,4,2,36,6,1,1,7272,2.6,150,45,150,1212,3.2,2.9,5.4,0,1,31.1732,121.411,6,0,0,5,0,2.94,3.3,4.78
426,华能联合大厦,4,3,22,38,6,1,73000,21,1240,10,250,1440,3.6,2.5,4,1,1,31.2446,121.514,21,2,21,11,0,6.59,8.19,13.92
429,裕丰国际大厦,4,3,15,26,3,0,15080,30,1200,80,100,580,3.5,2.5,5,1,1,31.2205,121.441,17,1,17,34,0,3.65,4.95,6.92
432,宝华大厦,4,3,12,24,4,1,28970,30,1200,20,80,1200,3.2,2.6,10,1,1,31.2458,121.445,41,5,41,26,1,4.06,5.57,5.94
433,北科大厦,4,1,15,15,3,0,8115,6,600,60,80,529,3,2.5,3.5,1,1,31.1899,121.432,18,3,18,13,1,3.33,4.21,5.67
436,卓越时代广场,4,3,-1,15,0,0,128676,0,0,0,0,0,3.2,0,0,1,1,31.3417,121.452,20,1,20,7,1,3.28,3.47,2.87
446,加华商务中心,4,2,25,7,4,0,38000,25,1000,20,0,2000,3.6,2.5,5,1,1,31.201,121.431,28,1,0,17,1,4.26,5.25,7.52
447,长江新能源大厦,4,3,-1,11,2,0,9772,25,0,0,0,0,0,0,0,1,1,31.24,121.484,53,18,53,74,1,6.74,6.96,8.57
449,蓝光科技园,4,3,-1,5,2,0,0,0,0,0,0,0,0,0,0,1,1,31.2197,121.644,3,0,3,1,0,3.04,3.23,4.68
452,城汇大厦,4,3,8,19,6,3,31039,31,1600,7,580,1330,3.7,2.7,3.2,1,1,31.2248,121.477,28,10,28,26,2,7.2,8.62,8.77
453,世界贸易大厦,4,3,22,31,9,1,68182,26,1900,30,350,1600,3.8,2.6,19,1,1,31.2383,121.488,62,16,62,82,0,6.08,9.28,8.57
456,上豪大厦,4,3,16,18,2,1,28010,4.5,600,56,25,5000,3.2,2.7,5.5,0,1,31.3002,121.504,15,0,15,6,0,2.95,3.5,4.22
459,众城大厦,4,2,23,25,4,1,36000,19.5,700,60,140,1040,3.5,2.5,5.5,1,1,31.2326,121.532,22,1,22,22,1,4.06,4.67,7.76
460,陆家嘴软件园,4,3,13,6,2,1,550000,30,300,25,80,2000,4.5,3,4.5,0,1,31.2234,121.539,15,0,15,5,1,5.58,7.43,11.33
461,华都大厦,5,3,24,30,6,1,53000,25.2,800,0,150,1320,3.4,2.4,6,1,1,31.2349,121.53,21,4,21,15,1,5.59,6.64,7.76
462,钦汇园,4,2,16,12,2,1,32000,2.6,800,30,139,1200,3.8,3.2,5,0,1,31.1854,121.414,7,0,7,1,0,3.04,4.43,4.78
464,裕安大厦,4,3,24,29,4,1,40000,20.8,800,50,50,1035,3.6,2.5,6,0,1,31.2344,121.531,22,1,22,18,1,4.56,5.65,7.76
465,企业天地,4,3,23,25,14,2,80000,3.8,1600,10,200,1000,3.5,2.8,13,1,1,31.227,121.483,24,10,24,15,1,10.14,13.67,8.77
